Recipient / Grantee,Wave/Round,Term,Amount (Token),Amount (USD)
Slither,RetroPGF2,Mar 2023,"38,926.43","$89,063.67"
Hop Protocol,RetroPGF2,Mar 2023,"38,596.06","$88,307.79"
CANDIDE Wallet,RetroPGF2,Mar 2023,"37,888.81","$86,689.60"
Umbra,RetroPGF2,Mar 2023,"34,177.99","$78,199.24"
Boardroom,RetroPGF2,Mar 2023,"32,480.07","$74,314.40"
diligit,RetroPGF2,Mar 2023,"31,481.75","$72,030.24"
hildobby's Dune dashboards,RetroPGF2,Mar 2023,"31,170.72","$71,318.61"
EthereumETL,RetroPGF2,Mar 2023,"31,044.49","$71,029.79"
Sourcify,RetroPGF2,Mar 2023,"30,743.66","$70,341.49"
Small Brain Games,RetroPGF2,Mar 2023,"28,260.70","$64,660.48"
ChugSplash,RetroPGF2,Mar 2023,"27,967.65","$63,989.98"
Zapper,RetroPGF2,Mar 2023,"27,792.68","$63,589.65"
Jrocki - YouTube & Podcast,RetroPGF2,Mar 2023,"27,607.95","$63,166.99"
BanklessDAO Projects,RetroPGF2,Mar 2023,"27,567.62","$63,074.71"
ITU Blockchain,RetroPGF2,Mar 2023,"26,447.32","$60,511.47"
Token Terminal,RetroPGF2,Mar 2023,"25,954.85","$59,384.70"
Layer 2 Landscape,RetroPGF2,Mar 2023,"25,407.48","$58,132.31"
H.E.R. DAO LATAM,RetroPGF2,Mar 2023,"24,880.58","$56,926.77"
Optimism DAppNode Package,RetroPGF2,Mar 2023,"24,704.11","$56,523.00"
Atlantis World,RetroPGF2,Mar 2023,"23,656.03","$54,125.00"
delegation.tools,RetroPGF2,Mar 2023,"23,641.12","$54,090.88"
Ipsilon,RetroPGF2,Mar 2023,"23,531.25","$53,839.50"
Solhint,RetroPGF2,Mar 2023,"22,972.70","$52,561.54"
Layer 2 Weekly Roundup,RetroPGF2,Mar 2023,"22,678.04","$51,887.36"
Dapp-Learning,RetroPGF2,Mar 2023,"21,627.00","$49,482.58"
NiceNode,RetroPGF2,Mar 2023,"21,521.52","$49,241.24"
Women Biz - Optimism education,RetroPGF2,Mar 2023,"21,067.76","$48,203.03"
thesleeper.eth Thai OP contents,RetroPGF2,Mar 2023,"20,380.82","$46,631.32"
Node Guardians,RetroPGF2,Mar 2023,"20,278.03","$46,396.13"
Web3j,RetroPGF2,Mar 2023,"19,785.18","$45,268.49"
WTF Academy,RetroPGF2,Mar 2023,"19,419.09","$44,430.88"
The Optimistic Series,RetroPGF2,Mar 2023,"19,213.55","$43,960.60"
Messari Protocol Services,RetroPGF2,Mar 2023,"19,085.86","$43,668.45"
Flexible Voting,RetroPGF2,Mar 2023,"19,056.60","$43,601.50"
JiffyScan,RetroPGF2,Mar 2023,"18,994.87","$43,460.26"
Multicall3,RetroPGF2,Mar 2023,"18,798.99","$43,012.09"
CryptoStats,RetroPGF2,Mar 2023,"18,549.22","$42,440.62"
⚡️TurboETH - Web3 Build System,RetroPGF2,Mar 2023,"18,271.88","$41,806.06"
Clique,RetroPGF2,Mar 2023,"18,034.69","$41,263.37"
Gelato,RetroPGF2,Mar 2023,"17,983.16","$41,145.47"
Fire,RetroPGF2,Mar 2023,"15,774.28","$36,091.55"
ETHEREUM MÉXICO,RetroPGF2,Mar 2023,"15,736.37","$36,004.81"
Proof of Integrity,RetroPGF2,Mar 2023,"15,732.30","$35,995.50"
Rollup Economics Dashboard,RetroPGF2,Mar 2023,"15,329.31","$35,073.46"
Optimism FM,RetroPGF2,Mar 2023,"15,206.14","$34,791.65"
Across Protocol,RetroPGF2,Mar 2023,"15,038.62","$34,408.36"
Optinames | ENS on Optimism,RetroPGF2,Mar 2023,"13,930.17","$31,872.23"
Apetimism Launchpad,RetroPGF2,Mar 2023,"13,769.49","$31,504.59"
Smock,RetroPGF2,Mar 2023,"13,684.13","$31,309.29"
Filosofía Código,RetroPGF2,Mar 2023,"13,411.82","$30,686.24"
OP Dashboards  by Springzhang,RetroPGF2,Mar 2023,"13,169.25","$30,131.24"
Ante,RetroPGF2,Mar 2023,"12,928.58","$29,580.59"
Crate-Crypto,RetroPGF2,Mar 2023,"12,115.61","$27,720.52"
Duniversity (Dune Education),RetroPGF2,Mar 2023,"11,449.32","$26,196.04"
WakeUp Labs,RetroPGF2,Mar 2023,"11,328.63","$25,919.91"
Cryptoversidad,RetroPGF2,Mar 2023,"10,933.37","$25,015.55"
Forta,RetroPGF2,Mar 2023,"10,875.07","$24,882.16"
Web3beach,RetroPGF2,Mar 2023,"10,735.09","$24,561.89"
GasHawk,RetroPGF2,Mar 2023,"10,535.97","$24,106.30"
Otterspace,RetroPGF2,Mar 2023,"10,499.66","$24,023.22"
dm3 protocol,RetroPGF2,Mar 2023,"10,197.32","$23,331.47"
donnoh,RetroPGF2,Mar 2023,"10,129.83","$23,177.05"
timdaub’s work as ETH Magician,RetroPGF2,Mar 2023,"10,072.54","$23,045.97"
Espacio Cripto,RetroPGF2,Mar 2023,"9,910.00","$22,674.08"
Web3 Data Degens,RetroPGF2,Mar 2023,"9,657.05","$22,095.33"
Praise,RetroPGF2,Mar 2023,"9,286.72","$21,248.02"
RainbowKit Login for WordPress,RetroPGF2,Mar 2023,"9,227.83","$21,113.28"
Nested,RetroPGF2,Mar 2023,"8,663.52","$19,822.13"
OptiChads,RetroPGF2,Mar 2023,"8,606.59","$19,691.88"
Ankr,RetroPGF2,Mar 2023,"8,603.48","$19,684.76"
RareSkills,RetroPGF2,Mar 2023,"8,449.31","$19,332.02"
LlamaFolio,RetroPGF2,Mar 2023,"8,246.43","$18,867.83"
Pairwise,RetroPGF2,Mar 2023,"7,805.18","$17,858.25"
Fractal Visions,RetroPGF2,Mar 2023,"7,588.94","$17,363.49"
OP Medicine,RetroPGF2,Mar 2023,"7,195.57","$16,463.46"
L2planet,RetroPGF2,Mar 2023,"6,845.28","$15,662.00"
Orbiter Finance,RetroPGF2,Mar 2023,"6,696.53","$15,321.66"
DeFi Library,RetroPGF2,Mar 2023,"6,403.57","$14,651.37"
Blocktrend (區塊勢),RetroPGF2,Mar 2023,"6,355.71","$14,541.86"
Rust-cannon-template,RetroPGF2,Mar 2023,"5,995.93","$13,718.69"
EthereansOS,RetroPGF2,Mar 2023,"5,990.16","$13,705.49"
Optimism Prices Contracts,RetroPGF2,Mar 2023,"5,973.38","$13,667.09"
Chaineye,RetroPGF2,Mar 2023,"5,680.22","$12,996.34"
jordanmmck,RetroPGF2,Mar 2023,"5,566.61","$12,736.40"
Scry,RetroPGF2,Mar 2023,"5,324.67","$12,182.84"
OptimismArabia,RetroPGF2,Mar 2023,"5,322.68","$12,178.29"
Esteroids,RetroPGF2,Mar 2023,"4,759.80","$10,890.42"
Basic course in crypto literacy,RetroPGF2,Mar 2023,"4,503.78","$10,304.65"
cp0x,RetroPGF2,Mar 2023,"4,378.20","$10,017.32"
Bored Town,RetroPGF2,Mar 2023,"4,109.12","$9,401.67"
Quark ID,RetroPGF2,Mar 2023,"4,029.06","$9,218.49"
Launchifi,RetroPGF2,Mar 2023,"3,424.26","$7,834.71"
MarcoV (Optimism Dashboards),RetroPGF2,Mar 2023,"3,244.13","$7,422.57"
MetricsDAO,RetroPGF2,Mar 2023,"2,859.89","$6,543.43"
Revolte,RetroPGF2,Mar 2023,"2,800.97","$6,408.62"
Big Sybil'or,RetroPGF2,Mar 2023,"2,796.37","$6,398.09"
Odos,RetroPGF2,Mar 2023,"2,619.19","$5,992.71"
RockX,RetroPGF2,Mar 2023,"2,552.76","$5,840.71"
Infinity Wallet & Web3 Browser,RetroPGF2,Mar 2023,"2,508.66","$5,739.81"
DexKit,RetroPGF2,Mar 2023,"2,436.18","$5,573.98"
BwareLabs,RetroPGF2,Mar 2023,"2,217.50","$5,073.64"
OAYC,RetroPGF2,Mar 2023,"2,148.79","$4,916.43"
OptimismGuru,RetroPGF2,Mar 2023,"2,144.20","$4,905.93"
Perpetuals Dune Abstraction,RetroPGF2,Mar 2023,"2,069.04","$4,733.96"
raise_exception (rotate.eth),RetroPGF2,Mar 2023,"2,044.08","$4,676.86"
Optimism Cult Merch,RetroPGF2,Mar 2023,"1,862.82","$4,262.13"
Eneagon by zenbit.eth,RetroPGF2,Mar 2023,"1,535.52","$3,513.27"
Layer2DAO,RetroPGF2,Mar 2023,"1,465.75","$3,353.64"
Sugar,RetroPGF2,Mar 2023,"1,103.26","$2,524.26"
GiveStation,RetroPGF2,Mar 2023,"1,101.52","$2,520.28"
Gov,RetroPGF2,Mar 2023,"1,079.78","$2,470.54"
ERC-5560: Redeemable NFTs,RetroPGF2,Mar 2023,"1,072.54","$2,453.97"
Questbook,RetroPGF2,Mar 2023,"1,014.56","$2,321.31"
MUX Protocol,RetroPGF2,Mar 2023,$985.61,"$2,255.08"
Rigoblock,RetroPGF2,Mar 2023,$927.59,"$2,122.33"
Thumbs Up Finance,RetroPGF2,Mar 2023,$724.68,"$1,658.07"
NFTEarth,RetroPGF2,Mar 2023,$594.26,"$1,359.67"
Ospace,RetroPGF2,Mar 2023,$594.26,"$1,359.67"
