Recipient / Grantee,Wave/Round,Term,Amount (Token),Amount (USD)
Gitcoin Passport,RetroPGF3,Dec 2023,"99,379.28","$368,001"
Ronan Sandford,RetroPGF3,Dec 2023,"99,379.28","$368,001"
EthereumETL,RetroPGF3,Dec 2023,"99,379.28","$368,001"
Yearn,RetroPGF3,Dec 2023,"99,379.28","$368,001"
Tally,RetroPGF3,Dec 2023,"99,379.28","$368,001"
Optimism Ambassadors,RetroPGF3,Dec 2023,"99,379.28","$368,001"
Kernel,RetroPGF3,Dec 2023,"99,379.28","$368,001"
Sushi,RetroPGF3,Dec 2023,"99,379.28","$368,001"
P256Verifier,RetroPGF3,Dec 2023,"99,379.28","$368,001"
The Ethernaut,RetroPGF3,Dec 2023,"99,379.28","$368,001"
Zuzalu,RetroPGF3,Dec 2023,"99,379.28","$368,001"
ZORA,RetroPGF3,Dec 2023,"99,379.28","$368,001"
Blocknative | Web3 Onboard,RetroPGF3,Dec 2023,"99,379.28","$368,001"
Aestus Relay,RetroPGF3,Dec 2023,"97,294.31","$360,281"
Pairwise,RetroPGF3,Dec 2023,"96,208.59","$356,260"
Hypercerts Foundation,RetroPGF3,Dec 2023,"94,410.32","$349,601"
WhatsABI,RetroPGF3,Dec 2023,"94,410.32","$349,601"
Prettier Solidity,RetroPGF3,Dec 2023,"92,656.28","$343,106"
Funding the Commons,RetroPGF3,Dec 2023,"92,656.28","$343,106"
Splits,RetroPGF3,Dec 2023,"92,167.83","$341,297"
OP Governance Analytics Dashboard,RetroPGF3,Dec 2023,"90,435.15","$334,881"
Conduit,RetroPGF3,Dec 2023,"89,441.36","$331,201"
Zero Knowledge Podcast,RetroPGF3,Dec 2023,"89,441.36","$331,201"
draper,RetroPGF3,Dec 2023,"89,441.36","$331,201"
Galxe,RetroPGF3,Dec 2023,"85,313.14","$315,915"
PatrickAlphaC,RetroPGF3,Dec 2023,"84,472.39","$312,801"
ETHSafari 2023,RetroPGF3,Dec 2023,"82,229.90","$304,497"
Keccak hashing,RetroPGF3,Dec 2023,"81,987.91","$303,601"
Sonne Finance,RetroPGF3,Dec 2023,"81,987.91","$303,601"
EthStaker,RetroPGF3,Dec 2023,"81,987.91","$303,601"
Hats Protocol,RetroPGF3,Dec 2023,"79,503.43","$294,401"
Holograph,RetroPGF3,Dec 2023,"79,503.43","$294,401"
LexDAO,RetroPGF3,Dec 2023,"79,503.43","$294,401"
Alloy,RetroPGF3,Dec 2023,"77,515.84","$287,041"
Socket,RetroPGF3,Dec 2023,"76,445.53","$283,078"
Endaoment,RetroPGF3,Dec 2023,"76,445.53","$283,078"
Gelato,RetroPGF3,Dec 2023,"76,445.53","$283,078"
AW House/Komorebi's Hacker House,RetroPGF3,Dec 2023,"76,445.53","$283,078"
DappRadar,RetroPGF3,Dec 2023,"76,445.53","$283,078"
Rainbow Wallet,RetroPGF3,Dec 2023,"76,445.53","$283,078"
Sassal.eth,RetroPGF3,Dec 2023,"76,445.53","$283,078"
growthepie,RetroPGF3,Dec 2023,"76,445.53","$283,078"
ChainList,RetroPGF3,Dec 2023,"76,445.53","$283,078"
Tenderly,RetroPGF3,Dec 2023,"76,445.53","$283,078"
Beam Wallet LLC,RetroPGF3,Dec 2023,"76,445.53","$283,078"
RabbitHole,RetroPGF3,Dec 2023,"76,445.53","$283,078"
ethOS,RetroPGF3,Dec 2023,"76,445.53","$283,078"
ERC4337 Smart Accounts Dune Dashboard,RetroPGF3,Dec 2023,"75,490.00","$279,539"
Pyth Network,RetroPGF3,Dec 2023,"74,534.46","$276,001"
JiffyScan,RetroPGF3,Dec 2023,"74,534.46","$276,001"
WASD,RetroPGF3,Dec 2023,"74,534.46","$276,001"
BrightID,RetroPGF3,Dec 2023,"74,534.46","$276,001"
Alchemy,RetroPGF3,Dec 2023,"74,534.46","$276,001"
roll-op,RetroPGF3,Dec 2023,"74,534.46","$276,001"
NiceNode,RetroPGF3,Dec 2023,"74,534.46","$276,001"
Umbra,RetroPGF3,Dec 2023,"74,534.46","$276,001"
Crust Network,RetroPGF3,Dec 2023,"74,534.46","$276,001"
Forum,RetroPGF3,Dec 2023,"74,534.46","$276,001"
The Red Guild,RetroPGF3,Dec 2023,"74,534.46","$276,001"
Clave (formerly Opclave),RetroPGF3,Dec 2023,"74,534.46","$276,001"
Paco Bytes,RetroPGF3,Dec 2023,"73,252.54","$271,254"
Impersonator,RetroPGF3,Dec 2023,"72,511.10","$268,509"
polynya,RetroPGF3,Dec 2023,"72,049.98","$266,801"
Commons Stack,RetroPGF3,Dec 2023,"69,565.50","$257,601"
NumbaNERDs,RetroPGF3,Dec 2023,"69,565.50","$257,601"
Karma,RetroPGF3,Dec 2023,"69,565.50","$257,601"
Edge & Node / The Graph,RetroPGF3,Dec 2023,"67,081.02","$248,401"
Hardhat Tracer,RetroPGF3,Dec 2023,"66,145.36","$244,936"
Moso,RetroPGF3,Dec 2023,"65,585.86","$242,864"
Bware Labs,RetroPGF3,Dec 2023,"65,585.86","$242,864"
PR0,RetroPGF3,Dec 2023,"65,585.86","$242,864"
Holonym,RetroPGF3,Dec 2023,"64,596.53","$239,201"
Superscan,RetroPGF3,Dec 2023,"64,596.53","$239,201"
blst Cryptography Library,RetroPGF3,Dec 2023,"64,596.53","$239,201"
Velocimeter,RetroPGF3,Dec 2023,"63,335.41","$234,531"
grapebaba,RetroPGF3,Dec 2023,"62,608.95","$231,841"
Fire,RetroPGF3,Dec 2023,"62,112.05","$230,001"
State Channels,RetroPGF3,Dec 2023,"62,112.05","$230,001"
Upnode Deploy | OP Stack Deployment UI,RetroPGF3,Dec 2023,"62,112.05","$230,001"
Pocket Network,RetroPGF3,Dec 2023,"61,771.18","$228,739"
Patrick Workman,RetroPGF3,Dec 2023,"60,616.89","$224,464"
Token Engineering Commons,RetroPGF3,Dec 2023,"59,627.57","$220,801"
Praise,RetroPGF3,Dec 2023,"59,627.57","$220,801"
ShapeShift DAO,RetroPGF3,Dec 2023,"59,627.57","$220,801"
Collab.Land,RetroPGF3,Dec 2023,"59,627.57","$220,801"
Seamless Protocol,RetroPGF3,Dec 2023,"59,627.57","$220,801"
Week in Ethereum News,RetroPGF3,Dec 2023,"59,627.57","$220,801"
Lore,RetroPGF3,Dec 2023,"59,627.57","$220,801"
Public Goods Grant Management,RetroPGF3,Dec 2023,"58,674.52","$217,272"
abi-to-sol,RetroPGF3,Dec 2023,"58,132.41","$215,264"
Wonderland,RetroPGF3,Dec 2023,"57,218.12","$211,879"
Index Supply,RetroPGF3,Dec 2023,"57,143.09","$211,601"
Decent.xyz,RetroPGF3,Dec 2023,"56,637.25","$209,728"
LlamaFolio,RetroPGF3,Dec 2023,"56,038.49","$207,511"
Hedgey,RetroPGF3,Dec 2023,"55,430.78","$205,260"
Moonwell,RetroPGF3,Dec 2023,"54,658.61","$202,401"
Ultra Sound Money,RetroPGF3,Dec 2023,"54,658.61","$202,401"
Jessy's Hacker House,RetroPGF3,Dec 2023,"54,049.41","$200,145"
RadicalxChange Foundation,RetroPGF3,Dec 2023,"52,755.99","$195,355"
Arbiter,RetroPGF3,Dec 2023,"52,174.12","$193,201"
Coop Records Music,RetroPGF3,Dec 2023,"51,677.23","$191,361"
Equalizer,RetroPGF3,Dec 2023,"50,913.00","$188,531"
TechNERD Program,RetroPGF3,Dec 2023,"50,461.82","$186,860"
Xofee,RetroPGF3,Dec 2023,"50,076.23","$185,432"
DeepDAO,RetroPGF3,Dec 2023,"49,689.64","$184,001"
DAC on OP Stack,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Delegate,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Alex Harley,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Public Nouns,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Boardroom,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Clipper,RetroPGF3,Dec 2023,"49,689.64","$184,001"
OptiNames | ENS on Optimism 🔴,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Odos,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Grateful,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Node Guardians,RetroPGF3,Dec 2023,"49,689.64","$184,001"
cryo,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Frens,RetroPGF3,Dec 2023,"49,689.64","$184,001"
WTF Academy,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Retrolist | RetroPGF Rubric-based List Creation UI,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Covalent,RetroPGF3,Dec 2023,"49,689.64","$184,001"
IC3,RetroPGF3,Dec 2023,"49,689.64","$184,001"
RetroPGF Community,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Wallet Guard,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Token Engineering Academy,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Builder Protocol,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Clique,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Gaslite,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Antoine,RetroPGF3,Dec 2023,"49,689.64","$184,001"
RADAR,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Layer3,RetroPGF3,Dec 2023,"49,689.64","$184,001"
ETHBarcelona,RetroPGF3,Dec 2023,"49,689.64","$184,001"
The Noun Square Media Collective,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Spearbit,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Bonding Curve Research Group,RetroPGF3,Dec 2023,"49,689.64","$184,001"
wslyvh,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Public Assembly,RetroPGF3,Dec 2023,"49,689.64","$184,001"
anotherblock,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Hop DAO,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Sphinx (formerly ChugSplash),RetroPGF3,Dec 2023,"49,689.64","$184,001"
Ethereum France,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Giveth Web3 House,RetroPGF3,Dec 2023,"49,689.64","$184,001"
⚡️ TurboETH,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Diego,RetroPGF3,Dec 2023,"49,689.64","$184,001"
go-ethereum-hdwallet,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Chronicle Labs,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Synapse DAO,RetroPGF3,Dec 2023,"49,689.64","$184,001"
EZKL,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Based Nouns,RetroPGF3,Dec 2023,"49,689.64","$184,001"
ChainPatrol - Real Time Security protecting the OP Collective,RetroPGF3,Dec 2023,"49,689.64","$184,001"
crate crypto,RetroPGF3,Dec 2023,"49,689.64","$184,001"
IDriss,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Flipside Crypto,RetroPGF3,Dec 2023,"49,689.64","$184,001"
🐍 snekmate,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Ankr,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Ponder,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Optimism Grants Council Season 4,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Greg's Farcaster Projects,RetroPGF3,Dec 2023,"49,689.64","$184,001"
LearnWeb3,RetroPGF3,Dec 2023,"49,689.64","$184,001"
Public HAUS,RetroPGF3,Dec 2023,"49,197.71","$182,179"
DackieSwap,RetroPGF3,Dec 2023,"47,956.47","$177,583"
Airstack,RetroPGF3,Dec 2023,"47,956.47","$177,583"
Optimism Community Governance Calls (Michael),RetroPGF3,Dec 2023,"47,702.06","$176,641"
Cannon-rs,RetroPGF3,Dec 2023,"47,702.06","$176,641"
LauNaMu,RetroPGF3,Dec 2023,"46,328.63","$171,555"
EtherScore,RetroPGF3,Dec 2023,"46,223.29","$171,165"
Rollup.codes,RetroPGF3,Dec 2023,"46,083.66","$170,648"
OpenOcean,RetroPGF3,Dec 2023,"44,720.68","$165,601"
RetroPGF Hub,RetroPGF3,Dec 2023,"44,720.68","$165,601"
GasHawk,RetroPGF3,Dec 2023,"44,720.68","$165,601"
Flexible Voting,RetroPGF3,Dec 2023,"44,720.68","$165,601"
Token Terminal,RetroPGF3,Dec 2023,"42,987.50","$159,183"
Grandine,RetroPGF3,Dec 2023,"42,236.20","$156,401"
Defi-lab.xyz,RetroPGF3,Dec 2023,"40,084.63","$148,433"
Wildcards Protocol,RetroPGF3,Dec 2023,"39,751.71","$147,201"
Dapp-Learning,RetroPGF3,Dec 2023,"39,751.71","$147,201"
Synthetix IPFS Node,RetroPGF3,Dec 2023,"39,751.71","$147,201"
Venom & Fang,RetroPGF3,Dec 2023,"39,670.22","$146,899"
Buildooor,RetroPGF3,Dec 2023,"39,670.22","$146,899"
Dasy,RetroPGF3,Dec 2023,"38,548.73","$142,746"
WOOFi,RetroPGF3,Dec 2023,"38,223.26","$141,541"
Archly,RetroPGF3,Dec 2023,"38,223.26","$141,541"
Launchcaster,RetroPGF3,Dec 2023,"38,223.26","$141,541"
Across Protocol,RetroPGF3,Dec 2023,"38,223.26","$141,541"
Surreal,RetroPGF3,Dec 2023,"38,223.26","$141,541"
LandTorn - Lorak,RetroPGF3,Dec 2023,"38,223.26","$141,541"
Blockhead: track/visualize/explore all of crypto/DeFi/web3 in ONE interface!,RetroPGF3,Dec 2023,"38,223.26","$141,541"
Cielo,RetroPGF3,Dec 2023,"38,223.26","$141,541"
indexed.xyz,RetroPGF3,Dec 2023,"38,223.26","$141,541"
Iggy Social - Web3 Social for DAOs,RetroPGF3,Dec 2023,"38,223.26","$141,541"
Interface,RetroPGF3,Dec 2023,"38,223.26","$141,541"
rhino.fi,RetroPGF3,Dec 2023,"38,223.26","$141,541"
The Opimist,RetroPGF3,Dec 2023,"38,223.26","$141,541"
PWN DAO,RetroPGF3,Dec 2023,"37,267.23","$138,001"
EIP-4824/ DAOstar,RetroPGF3,Dec 2023,"37,214.56","$137,806"
GoPlus Security,RetroPGF3,Dec 2023,"37,023.75","$137,099"
CryptoStats & CryptoFees.info,RetroPGF3,Dec 2023,"35,451.08","$131,275"
solidity-analyzer,RetroPGF3,Dec 2023,"34,782.75","$128,801"
Mosaic,RetroPGF3,Dec 2023,"34,782.75","$128,801"
Another World,RetroPGF3,Dec 2023,"34,782.75","$128,801"
Vaults.fyi,RetroPGF3,Dec 2023,"34,175.05","$126,550"
Crowdmuse,RetroPGF3,Dec 2023,"32,795.16","$121,440"
hildobby,RetroPGF3,Dec 2023,"32,298.27","$119,600"
Geo Web,RetroPGF3,Dec 2023,"31,801.37","$117,760"
BMX by Morphex,RetroPGF3,Dec 2023,"31,801.37","$117,760"
Revert,RetroPGF3,Dec 2023,"30,479.63","$112,866"
Llama Risk,RetroPGF3,Dec 2023,"30,479.63","$112,866"
CrossAngle (“Xangle”),RetroPGF3,Dec 2023,"30,297.76","$112,193"
Optimism Prices Contracts,RetroPGF3,Dec 2023,"30,297.76","$112,193"
Optimism Grant Analytics: Grant3,RetroPGF3,Dec 2023,"30,055.77","$111,297"
Optimystics,RetroPGF3,Dec 2023,"29,813.79","$110,400"
Optimism Grants Changelog,RetroPGF3,Dec 2023,"29,813.79","$110,400"
dm3 protocol.,RetroPGF3,Dec 2023,"29,813.79","$110,400"
ITU Blockchain,RetroPGF3,Dec 2023,"29,813.79","$110,400"
joohhnnn,RetroPGF3,Dec 2023,"29,813.79","$110,400"
Superchain Eco,RetroPGF3,Dec 2023,"29,813.79","$110,400"
Web3bridge,RetroPGF3,Dec 2023,"28,819.99","$106,720"
Kiwi News,RetroPGF3,Dec 2023,"28,318.13","$104,862"
Unitap,RetroPGF3,Dec 2023,"28,318.13","$104,862"
AyaHQ,RetroPGF3,Dec 2023,"28,291.29","$104,763"
Tokepad,RetroPGF3,Dec 2023,"28,179.49","$104,349"
LXDAO,RetroPGF3,Dec 2023,"27,826.20","$103,040"
Copin.io,RetroPGF3,Dec 2023,"27,826.20","$103,040"
Andrew Hong (ilemi),RetroPGF3,Dec 2023,"27,544.96","$101,999"
Gravity DAO,RetroPGF3,Dec 2023,"27,329.30","$101,200"
Summer of Protocols,RetroPGF3,Dec 2023,"27,329.30","$101,200"
Faina,RetroPGF3,Dec 2023,"27,329.30","$101,200"
Mechanism Institute,RetroPGF3,Dec 2023,"27,329.30","$101,200"
MetricsDAO,RetroPGF3,Dec 2023,"26,709.18","$98,904"
ETH Daily (OP News),RetroPGF3,Dec 2023,"25,838.61","$95,680"
Inverter Network,RetroPGF3,Dec 2023,"24,844.82","$92,000"
Sweetman,RetroPGF3,Dec 2023,"24,844.82","$92,000"
Zengo: Decentralized Budget,RetroPGF3,Dec 2023,"24,844.82","$92,000"
FOAM,RetroPGF3,Dec 2023,"24,844.82","$92,000"
MultiBaas blockchain middleware,RetroPGF3,Dec 2023,"24,844.82","$92,000"
Kromatika Finance,RetroPGF3,Dec 2023,"24,844.82","$92,000"
Subli,RetroPGF3,Dec 2023,"24,844.82","$92,000"
Messari,RetroPGF3,Dec 2023,"24,844.82","$92,000"
Baseswap,RetroPGF3,Dec 2023,"24,844.82","$92,000"
Eventcaster,RetroPGF3,Dec 2023,"24,844.82","$92,000"
Josh | The Blockchain Socialist,RetroPGF3,Dec 2023,"24,844.82","$92,000"
0xSalman,RetroPGF3,Dec 2023,"24,790.16","$91,798"
Redacted Research,RetroPGF3,Dec 2023,"24,601.34","$91,099"
Pheasant Network,RetroPGF3,Dec 2023,"24,579.48","$91,018"
0xs34n,RetroPGF3,Dec 2023,"24,357.86","$90,197"
Infinity Wallet,RetroPGF3,Dec 2023,"24,357.86","$90,197"
Synapse Labs,RetroPGF3,Dec 2023,"24,357.86","$90,197"
flink,RetroPGF3,Dec 2023,"24,357.86","$90,197"
Ethereum Mexico,RetroPGF3,Dec 2023,"24,357.86","$90,197"
Brichis,RetroPGF3,Dec 2023,"24,357.86","$90,197"
Bankless Academy,RetroPGF3,Dec 2023,"24,357.86","$90,197"
0xKhmer,RetroPGF3,Dec 2023,"23,807.30","$88,158"
ETHAccra,RetroPGF3,Dec 2023,"23,607.55","$87,419"
Bankless DAO,RetroPGF3,Dec 2023,"23,164.32","$85,777"
Attest Fest,RetroPGF3,Dec 2023,"22,857.24","$84,640"
GreenPill Network,RetroPGF3,Dec 2023,"22,360.34","$82,800"
Invest in Music,RetroPGF3,Dec 2023,"22,360.34","$82,800"
Accessible Education for Web3 Public Goods Changemakers,RetroPGF3,Dec 2023,"22,116.86","$81,899"
ERC-6551 Tooling,RetroPGF3,Dec 2023,"22,116.86","$81,899"
Marko,RetroPGF3,Dec 2023,"22,116.86","$81,899"
Smart Onboarding SDK,RetroPGF3,Dec 2023,"22,116.86","$81,899"
Opti.domains | Connecting Web2&3 with ENS + Attestation,RetroPGF3,Dec 2023,"22,116.86","$81,899"
VitaDAO,RetroPGF3,Dec 2023,"22,116.86","$81,899"
European Crypto Initiative,RetroPGF3,Dec 2023,"21,905.68","$81,117"
Taxman: The Web3 Income Tax Helper,RetroPGF3,Dec 2023,"21,371.52","$79,139"
HER LATAM _ Optimistas Brillando en Blockchain,RetroPGF3,Dec 2023,"21,366.55","$79,120"
Revolte,RetroPGF3,Dec 2023,"20,648.03","$76,460"
valio.xyz,RetroPGF3,Dec 2023,"20,551.64","$76,103"
Optimism University,RetroPGF3,Dec 2023,"19,875.86","$73,600"
WakeUp Labs,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Newtro Arts,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Pin Save - decentralized Pinterest,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Optimism Resource Center,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Titanoboa,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Optimism Guide,RetroPGF3,Dec 2023,"19,875.86","$73,600"
RegenScore,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Parsec Finance,RetroPGF3,Dec 2023,"19,875.86","$73,600"
LATASHÁ,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Web3ForGood,RetroPGF3,Dec 2023,"19,875.86","$73,600"
1W3,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Protofire Blockchain Learning Path,RetroPGF3,Dec 2023,"19,875.86","$73,600"
SpaghettETH,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Remix CC,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Slugs,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Reno,RetroPGF3,Dec 2023,"19,875.86","$73,600"
SEED Latam,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Ethereum Lima,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Yoki Finance,RetroPGF3,Dec 2023,"19,875.86","$73,600"
webOfTrust,RetroPGF3,Dec 2023,"19,875.86","$73,600"
Proof of Integrity,RetroPGF3,Dec 2023,"19,305.92","$71,490"
Gov,RetroPGF3,Dec 2023,"18,471.13","$68,399"
DeFi Africa,RetroPGF3,Dec 2023,"18,429.39","$68,244"
Ivan Molto,RetroPGF3,Dec 2023,"18,236.10","$67,528"
Ethereum Colombia,RetroPGF3,Dec 2023,"17,888.27","$66,240"
Crypto Sapiens,RetroPGF3,Dec 2023,"17,888.27","$66,240"
Keyring,RetroPGF3,Dec 2023,"17,715.35","$65,600"
simple-optimism-node (Maintaining my own fork),RetroPGF3,Dec 2023,"17,391.37","$64,400"
Kairos Research,RetroPGF3,Dec 2023,"17,333.73","$64,187"
raho & tnorm,RetroPGF3,Dec 2023,"17,189.63","$63,653"
criptomommy,RetroPGF3,Dec 2023,"17,142.93","$63,480"
EthereansOS,RetroPGF3,Dec 2023,"16,894.48","$62,560"
JobStash,RetroPGF3,Dec 2023,"16,496.96","$61,088"
Rollup Economics Dune Spell,RetroPGF3,Dec 2023,"14,906.89","$55,200"
Lyra Research Collective,RetroPGF3,Dec 2023,"14,906.89","$55,200"
