Recipient / Grantee,Wave/Round,Term,Amount (Token),Amount (USD)
AceTCG,GG18 Cluster QF Web3 Community & Education,Aug 2023,83042.3,"$1,048.90"
DeSci Africa,GG18 Cluster QF Web3 Community & Education,Aug 2023,83003.2,"$1,010.35"
RadicalxChange Foundation,GG18 Cluster QF Web3 Community & Education,Aug 2023,81776.4,"$1,008.44"
LearnWeb3,GG18 Cluster QF Web3 Community & Education,Aug 2023,80156.8,$997.25
Rhino Review - Ethereum Staking Journal,GG18 Cluster QF Web3 Community & Education,Aug 2023,79151.9,$970.99
mxweb3 crypto hub,GG18 Cluster QF Web3 Community & Education,Aug 2023,77004.3,$926.92
Trish,GG18 Cluster QF Web3 Community & Education,Aug 2023,75952.9,$913.69
DAO TOKYO,GG18 Cluster QF Web3 Community & Education,Aug 2023,75342.8,$900.87
Bankless Turkish,GG18 Cluster QF Web3 Community & Education,Aug 2023,73919,$900.18
Optimism is BOS | Build days with Optimism and Blockchain Operating Systeam,GG18 Cluster QF Web3 Community & Education,Aug 2023,71569.5,$863.97
Web3bridge,GG18 Cluster QF Web3 Community & Education,Aug 2023,69078,$833.82
ELI5 💡 DAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,67262.1,$825.56
Ethereum Guatemala,GG18 Cluster QF Web3 Community & Education,Aug 2023,65940.1,$811.06
Decentralizing Journalism to Restore Public Trust,GG18 Cluster QF Web3 Community & Education,Aug 2023,62948.9,$803.21
Zero Knowledge Podcast,GG18 Cluster QF Web3 Community & Education,Aug 2023,61100.6,$789.97
ODTU Blockchain,GG18 Cluster QF Web3 Community & Education,Aug 2023,59711.2,$784.19
Web3Matters Weekly（馬特週報）,GG18 Cluster QF Web3 Community & Education,Aug 2023,56990,$780.52
Green Digital Guardians,GG18 Cluster QF Web3 Community & Education,Aug 2023,55862.9,$779.34
Ethereum Uruguay,GG18 Cluster QF Web3 Community & Education,Aug 2023,55495.2,$772.64
Solow,GG18 Cluster QF Web3 Community & Education,Aug 2023,54808.5,$726.85
Revolte.,GG18 Cluster QF Web3 Community & Education,Aug 2023,54431.7,$724.93
Web3Arabs,GG18 Cluster QF Web3 Community & Education,Aug 2023,54348.6,$723.42
Cryptonikas,GG18 Cluster QF Web3 Community & Education,Aug 2023,52330.9,$722.09
hiromiouchi.eth,GG18 Cluster QF Web3 Community & Education,Aug 2023,51574,$720.51
Bspeak,GG18 Cluster QF Web3 Community & Education,Aug 2023,50167,$711.23
Natives in Tech,GG18 Cluster QF Web3 Community & Education,Aug 2023,48482.2,$682.85
ETH Venezuela Community Projects,GG18 Cluster QF Web3 Community & Education,Aug 2023,48285.8,$678.06
"ReFi Medellín - Join the movement towards a more sustainable and equitable future in Medellín, Colombia ",GG18 Cluster QF Web3 Community & Education,Aug 2023,47046.3,$673.30
Ethereum News Podcast,GG18 Cluster QF Web3 Community & Education,Aug 2023,44090.4,$669.09
Rifai Sicilia,GG18 Cluster QF Web3 Community & Education,Aug 2023,44061,$649.46
Ethereum Dominicana,GG18 Cluster QF Web3 Community & Education,Aug 2023,43937.5,$645.65
Mechanism Institute,GG18 Cluster QF Web3 Community & Education,Aug 2023,43177.8,$628.94
UNCHAIN,GG18 Cluster QF Web3 Community & Education,Aug 2023,41589.8,$624.51
ResearchHub Foundation - Peer Review,GG18 Cluster QF Web3 Community & Education,Aug 2023,41299.1,$610.06
40acres DAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,40795.7,$600.04
Crypto Sapiens,GG18 Cluster QF Web3 Community & Education,Aug 2023,39276.4,$599.41
Cripto Cantina in Costa Rica,GG18 Cluster QF Web3 Community & Education,Aug 2023,39167.9,$599.13
ForkinWisdom: Revolutionizing Web3 with Immersive Scrollable Stories,GG18 Cluster QF Web3 Community & Education,Aug 2023,38578,$598.50
Wild Sherpas DAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,38468.1,$597.62
Afroblocks,GG18 Cluster QF Web3 Community & Education,Aug 2023,37664.1,$587.41
W3 Project Hub │ W3展報,GG18 Cluster QF Web3 Community & Education,Aug 2023,36884.7,$584.05
Sixdegree Lab,GG18 Cluster QF Web3 Community & Education,Aug 2023,36226.8,$583.65
OpenSense,GG18 Cluster QF Web3 Community & Education,Aug 2023,36109.5,$576.99
ReFi Mexico Local Node ✨🌱,GG18 Cluster QF Web3 Community & Education,Aug 2023,32893,$556.16
EIPsInsight,GG18 Cluster QF Web3 Community & Education,Aug 2023,32877.4,$542.49
VoiceDeck: A Marketplace for Journalism Impact Certificates,GG18 Cluster QF Web3 Community & Education,Aug 2023,31748.6,$537.23
MetaCulture: A Cult DAO Community Initiative,GG18 Cluster QF Web3 Community & Education,Aug 2023,30868.8,$519.92
akiyaDAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,29956.7,$517.30
La Dream Machine's GR18,GG18 Cluster QF Web3 Community & Education,Aug 2023,29452.8,$514.15
MrCrypto Arabic,GG18 Cluster QF Web3 Community & Education,Aug 2023,28272.3,$500.00
Global Events,GG18 Cluster QF Web3 Community & Education,Aug 2023,28157.4,$477.92
Nación Bankless,GG18 Cluster QF Web3 Community & Education,Aug 2023,28129.7,$468.06
FTW DAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,27255.3,$467.85
404 DAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,27168,$464.07
GreenPill Video Project,GG18 Cluster QF Web3 Community & Education,Aug 2023,27117.9,$463.35
BlockX2: Mentoring Young Girls onto Blockchain,GG18 Cluster QF Web3 Community & Education,Aug 2023,26670.6,$456.58
ReFi Costa Rica: Regenerating our Optimism,GG18 Cluster QF Web3 Community & Education,Aug 2023,26499.4,$434.03
WAGMI LATAM,GG18 Cluster QF Web3 Community & Education,Aug 2023,26414.3,$426.30
L2 Planet,GG18 Cluster QF Web3 Community & Education,Aug 2023,24878.9,$420.69
Ethereum Mexico,GG18 Cluster QF Web3 Community & Education,Aug 2023,24870.6,$419.69
Asilo Digital,GG18 Cluster QF Web3 Community & Education,Aug 2023,23502.2,$412.45
CryptoConexión: A Community of Communities Fostering Connection and Growth in Latin American Web3 Education,GG18 Cluster QF Web3 Community & Education,Aug 2023,23354.9,$409.51
DAZE,GG18 Cluster QF Web3 Community & Education,Aug 2023,23349.7,$397.46
web3 Warri Nigeria,GG18 Cluster QF Web3 Community & Education,Aug 2023,22893.1,$392.98
Blockchain na Escola,GG18 Cluster QF Web3 Community & Education,Aug 2023,20724.5,$380.76
Take Up Space,GG18 Cluster QF Web3 Community & Education,Aug 2023,20579.8,$372.77
MKT Community,GG18 Cluster QF Web3 Community & Education,Aug 2023,19870.8,$362.02
Borderless,GG18 Cluster QF Web3 Community & Education,Aug 2023,18631.5,$353.80
PDX DAO: Urban Experimentalism for Web3,GG18 Cluster QF Web3 Community & Education,Aug 2023,18408.5,$351.94
Cloud Scouts,GG18 Cluster QF Web3 Community & Education,Aug 2023,18251,$347.94
Web3 Talks:,GG18 Cluster QF Web3 Community & Education,Aug 2023,18164.3,$341.78
OptiChads,GG18 Cluster QF Web3 Community & Education,Aug 2023,18101.7,$338.12
Salman Needs A Job,GG18 Cluster QF Web3 Community & Education,Aug 2023,17877.5,$331.48
FrontierDAO - XKind community cohort,GG18 Cluster QF Web3 Community & Education,Aug 2023,17550.6,$324.29
DeFinomics Labs,GG18 Cluster QF Web3 Community & Education,Aug 2023,17490.5,$317.02
DirectEd- p2p on-chain scholarships for coding bootcamps in East Africa,GG18 Cluster QF Web3 Community & Education,Aug 2023,16873.7,$311.11
dOrg Hot Seat Podcast,GG18 Cluster QF Web3 Community & Education,Aug 2023,15736.6,$297.38
Trusted Seed,GG18 Cluster QF Web3 Community & Education,Aug 2023,15224.3,$294.96
Ethereum Bolivia 2023 Hackaton at 3600 m,GG18 Cluster QF Web3 Community & Education,Aug 2023,14418.9,$285.28
Impact Academy: making impact knowledge accessible,GG18 Cluster QF Web3 Community & Education,Aug 2023,14254.2,$281.39
Web3 Grant Proposal: Empowering LGBTQIA+ Communities with Choice,GG18 Cluster QF Web3 Community & Education,Aug 2023,"13,996.50",$280.36
Regens Unite London,GG18 Cluster QF Web3 Community & Education,Aug 2023,13867.8,$279.94
ReFi Lagos,GG18 Cluster QF Web3 Community & Education,Aug 2023,13662.7,$275.37
Kyiv Tech,GG18 Cluster QF Web3 Community & Education,Aug 2023,13521.8,$273.07
Decentralized Library,GG18 Cluster QF Web3 Community & Education,Aug 2023,12889.8,$272.80
The Turn: A Festival Of Regenerative Play,GG18 Cluster QF Web3 Community & Education,Aug 2023,12790.3,$264.16
DAO Suisse,GG18 Cluster QF Web3 Community & Education,Aug 2023,12759.2,$262.63
ReFi Lisboa — a regenerative startup society in a top web3 city,GG18 Cluster QF Web3 Community & Education,Aug 2023,11791.6,$256.85
Holistic Framework fostering Integral Coordination through Cyclical Growth,GG18 Cluster QF Web3 Community & Education,Aug 2023,11193.5,$256.80
International Media Nodes,GG18 Cluster QF Web3 Community & Education,Aug 2023,11014.4,$255.66
VENTUREᕽ,GG18 Cluster QF Web3 Community & Education,Aug 2023,10976.9,$254.72
Man of Crypto,GG18 Cluster QF Web3 Community & Education,Aug 2023,10797.8,$253.96
Pidgin Parlour,GG18 Cluster QF Web3 Community & Education,Aug 2023,10456.2,$252.06
Curiosi3,GG18 Cluster QF Web3 Community & Education,Aug 2023,"10,216.70",$248.75
Bankless Malayalam,GG18 Cluster QF Web3 Community & Education,Aug 2023,9635.4,$248.27
DeFi Toronto,GG18 Cluster QF Web3 Community & Education,Aug 2023,9590.2,$240.72
Blockravers,GG18 Cluster QF Web3 Community & Education,Aug 2023,9256,$239.42
500K by 2030,GG18 Cluster QF Web3 Community & Education,Aug 2023,9070.1,$236.29
Help the Internet Archive Fight On,GG18 Cluster QF Web3 Community & Education,Aug 2023,8700.7,$233.18
Web3 Women- Season 2,GG18 Cluster QF Web3 Community & Education,Aug 2023,8506.5,$232.70
Proof of Vibes,GG18 Cluster QF Web3 Community & Education,Aug 2023,8448.2,$229.53
Play4Change,GG18 Cluster QF Web3 Community & Education,Aug 2023,8408.6,$228.08
Empowering Regenerative Entrepreneurship in Altos Mirandinos,GG18 Cluster QF Web3 Community & Education,Aug 2023,8250.3,$223.62
OpenCivics,GG18 Cluster QF Web3 Community & Education,Aug 2023,8219.3,$222.83
DAOstewards,GG18 Cluster QF Web3 Community & Education,Aug 2023,7983.3,$216.60
BitKE Africa Web3 Tour,GG18 Cluster QF Web3 Community & Education,Aug 2023,7486.3,$210.36
T2 LATAM,GG18 Cluster QF Web3 Community & Education,Aug 2023,7402.5,$207.48
Green Pill Boston,GG18 Cluster QF Web3 Community & Education,Aug 2023,7234.8,$206.58
Impactopia - Uniting Collective Organizations through Media and Education,GG18 Cluster QF Web3 Community & Education,Aug 2023,7058.2,$204.69
Women Biz Academy,GG18 Cluster QF Web3 Community & Education,Aug 2023,6932.1,$204.69
ETHMiami,GG18 Cluster QF Web3 Community & Education,Aug 2023,6742.8,$197.53
DeSci Landscape Analysis,GG18 Cluster QF Web3 Community & Education,Aug 2023,6739.6,$197.11
MUTUAL,GG18 Cluster QF Web3 Community & Education,Aug 2023,6684.7,$193.61
The Solidity Guild,GG18 Cluster QF Web3 Community & Education,Aug 2023,6614.5,$193.12
ETHChile: An emerging and growing community,GG18 Cluster QF Web3 Community & Education,Aug 2023,6338.5,$192.18
Tokenized Impact Bonds(TIBs),GG18 Cluster QF Web3 Community & Education,Aug 2023,6301,$191.59
Decentralized Autonomous Education,GG18 Cluster QF Web3 Community & Education,Aug 2023,6245.6,$191.52
Crowdmuse,GG18 Cluster QF Web3 Community & Education,Aug 2023,6208.4,$191.37
Wise Crowds DAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,6093,$187.47
ReFi Tanzania,GG18 Cluster QF Web3 Community & Education,Aug 2023,5914.6,$183.31
Earthist - Decentralize the Seeds,GG18 Cluster QF Web3 Community & Education,Aug 2023,5743.8,$173.79
Epicenter,GG18 Cluster QF Web3 Community & Education,Aug 2023,5121.4,$169.17
Checky,GG18 Cluster QF Web3 Community & Education,Aug 2023,5080.7,$162.63
Antisat,GG18 Cluster QF Web3 Community & Education,Aug 2023,5010,$157.41
Kamusi DAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,4952.3,$155.60
Dot.alert(),GG18 Cluster QF Web3 Community & Education,Aug 2023,4940.5,$154.68
TaterDAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,4861.2,$152.13
Criptec,GG18 Cluster QF Web3 Community & Education,Aug 2023,4834.9,$149.83
RemittDAO Inclusionary Outreach,GG18 Cluster QF Web3 Community & Education,Aug 2023,4805.2,$147.15
Cryptoversidad,GG18 Cluster QF Web3 Community & Education,Aug 2023,4673.8,$141.40
Modular Crypto,GG18 Cluster QF Web3 Community & Education,Aug 2023,4530.9,$137.45
ReFiMiami,GG18 Cluster QF Web3 Community & Education,Aug 2023,4416.9,$136.18
Dapp-Learning,GG18 Cluster QF Web3 Community & Education,Aug 2023,4416.6,$129.56
Impactopia,GG18 Cluster QF Web3 Community & Education,Aug 2023,4307.9,$128.88
Kingfisher's Corner™,GG18 Cluster QF Web3 Community & Education,Aug 2023,4295.4,$126.34
State of Web3 Grant Programs,GG18 Cluster QF Web3 Community & Education,Aug 2023,4112.1,$121.70
STEAM Venezuela and Web 3,GG18 Cluster QF Web3 Community & Education,Aug 2023,4090.2,$119.90
BanklessMagyar,GG18 Cluster QF Web3 Community & Education,Aug 2023,3860.8,$117.04
Academy Ventures,GG18 Cluster QF Web3 Community & Education,Aug 2023,3850.8,$113.82
CryptoMx,GG18 Cluster QF Web3 Community & Education,Aug 2023,3672.4,$110.88
IEF Comprehensive Evaluation Framework for Public Goods Projects,GG18 Cluster QF Web3 Community & Education,Aug 2023,3559.5,$103.88
PositiveBlockchain,GG18 Cluster QF Web3 Community & Education,Aug 2023,3521,$102.55
DIVE INTO CRYPTO,GG18 Cluster QF Web3 Community & Education,Aug 2023,3493.8,$101.48
ReFi Cape Town,GG18 Cluster QF Web3 Community & Education,Aug 2023,3403.8,$99.27
4Seas DeSoc,GG18 Cluster QF Web3 Community & Education,Aug 2023,3399.6,$97.23
EmprendeDAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,3334.9,$92.53
ReFi Phangan,GG18 Cluster QF Web3 Community & Education,Aug 2023,3206.5,$86.04
Web3 Education with No-Code workflows,GG18 Cluster QF Web3 Community & Education,Aug 2023,3183.5,$80.55
Andino - Talent in technology,GG18 Cluster QF Web3 Community & Education,Aug 2023,3153.5,$78.27
DeSci Toronto,GG18 Cluster QF Web3 Community & Education,Aug 2023,3073.4,$77.88
Venture Miner Academy,GG18 Cluster QF Web3 Community & Education,Aug 2023,3021.2,$77.21
Ethereum Edmonton,GG18 Cluster QF Web3 Community & Education,Aug 2023,2982.6,$71.49
"Tulum’s Tomorrow, Accelerating the Regenaissance with ReFi Tulum",GG18 Cluster QF Web3 Community & Education,Aug 2023,2808,$69.27
Help fund Taptive's Writing Cohorts,GG18 Cluster QF Web3 Community & Education,Aug 2023,2805.3,$66.40
"ReFi Hong Kong, a top community in Asia to connect ESG and ReFi",GG18 Cluster QF Web3 Community & Education,Aug 2023,2683.3,$65.85
OrchestraDAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,2416.5,$65.51
DWeb Curriculum for Creators,GG18 Cluster QF Web3 Community & Education,Aug 2023,2407.9,$64.36
Encriptados,GG18 Cluster QF Web3 Community & Education,Aug 2023,2337.8,$62.77
Digital Commons For Emerging Economies,GG18 Cluster QF Web3 Community & Education,Aug 2023,2337.2,$62.29
"Colledge Global: Building minds, connecting communities in Crypto",GG18 Cluster QF Web3 Community & Education,Aug 2023,2297.9,$60.61
ReFi Paramaribo | Innovators Buzz: An innovative community rooted in regeneration & technology,GG18 Cluster QF Web3 Community & Education,Aug 2023,2239.2,$53.70
A Free Youtube content library for developers looking to create web3 games,GG18 Cluster QF Web3 Community & Education,Aug 2023,2238.8,$51.22
UNIFIED LATAM: Uniting and growing the community,GG18 Cluster QF Web3 Community & Education,Aug 2023,2178.4,$49.71
Historia de Honduras,GG18 Cluster QF Web3 Community & Education,Aug 2023,2010.6,$43.83
Hunting Alpha Media: Bringing Quality DeFi Content to the Masses!,GG18 Cluster QF Web3 Community & Education,Aug 2023,1826.8,$42.47
Valucop Global,GG18 Cluster QF Web3 Community & Education,Aug 2023,1776.9,$41.37
BUIDL Asia x KryptoPlanet,GG18 Cluster QF Web3 Community & Education,Aug 2023,1700.7,$35.62
Evolving Space - Nexus Program,GG18 Cluster QF Web3 Community & Education,Aug 2023,1619.8,$33.80
Hopium,GG18 Cluster QF Web3 Community & Education,Aug 2023,1560.7,$33.22
web3bsb,GG18 Cluster QF Web3 Community & Education,Aug 2023,1540.7,$32.12
Mafia Creativa,GG18 Cluster QF Web3 Community & Education,Aug 2023,1392.8,$29.63
Eden Creators,GG18 Cluster QF Web3 Community & Education,Aug 2023,1386.9,$28.48
Nexus Nodes,GG18 Cluster QF Web3 Community & Education,Aug 2023,1262,$21.93
Khalon Bridge,GG18 Cluster QF Web3 Community & Education,Aug 2023,1245.5,$21.23
The Deep,GG18 Cluster QF Web3 Community & Education,Aug 2023,1165.7,$19.19
The Stack Report,GG18 Cluster QF Web3 Community & Education,Aug 2023,1145,$15.51
0x Salon,GG18 Cluster QF Web3 Community & Education,Aug 2023,1095.8,$8.12
Mercadonft,GG18 Cluster QF Web3 Community & Education,Aug 2023,"234,544.68",$6.34
Ethelo-Allo integration,GG18 Cluster QF Web3 Community & Education,Aug 2023,"223,384.19",$0.79
