Recipient / Grantee,Wave/Round,Term,Amount (Token),Amount (USD)
Wise Crowds Liberating Structures,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$427.76
DeSpace QF,GG19 Cluster QF Web3 Community & Education,Nov 2023,150000,$427.07
Bluechip,GG19 Cluster QF Web3 Community & Education,Nov 2023,150000,$426.89
NFT Price Floor,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$424.78
Impactzone,GG19 Cluster QF Web3 Community & Education,Nov 2023,40000,$423.85
pact.social,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$420.77
GreenPill Japan,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$420.36
Cosmos for Humanity | C4H,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$419.13
DeFi Africa - Web3 BUIDL Workshops,GG19 Cluster QF Web3 Community & Education,Nov 2023,8000,$418.54
Dapp-Learning,GG19 Cluster QF Web3 Community & Education,Nov 2023,37500,$417.05
Paradox Ventures,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$414.92
Decentralized Library,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$400.67
Nunu Spirits,GG19 Cluster QF Web3 Community & Education,Nov 2023,30000,$400.58
Ethereum Dominicana,GG19 Cluster QF Web3 Community & Education,Nov 2023,80000,$393.63
Empowering women and girls through education and digital skills access,GG19 Cluster QF Web3 Community & Education,Nov 2023,36000,$389.68
ProXify DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,5000,$386.25
ReFi London — Galvanizing Leaders of Change 🌱,GG19 Cluster QF Web3 Community & Education,Nov 2023,7890,$385.01
"Tulum’s Tomorrow, Accelerating the Regenaissance with ReFi Tulum",GG19 Cluster QF Web3 Community & Education,Nov 2023,35000,$376.95
Dragverse,GG19 Cluster QF Web3 Community & Education,Nov 2023,40000,$374.92
Curiosi3,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$374.65
The Deep,GG19 Cluster QF Web3 Community & Education,Nov 2023,120000,$373.96
ReFi Tanzania,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$372.73
The DeSci Journal,GG19 Cluster QF Web3 Community & Education,Nov 2023,100000,$372.44
Solidity Developer,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$366.64
DeCert.me,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$361.82
AsteriskDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$358.96
E-Shule: Bringing Future and Hope to African Schools,GG19 Cluster QF Web3 Community & Education,Nov 2023,70000,$356.85
The Flippening,GG19 Cluster QF Web3 Community & Education,Nov 2023,145000,$356.54
Bspeak,GG19 Cluster QF Web3 Community & Education,Nov 2023,200000,$356.43
GreenPill LA,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$356.36
DAOstewards,GG19 Cluster QF Web3 Community & Education,Nov 2023,200000,$351.98
Banklessadria,GG19 Cluster QF Web3 Community & Education,Nov 2023,4000,$351.15
ReFi Costa Rica: Regenerating our Optimism,GG19 Cluster QF Web3 Community & Education,Nov 2023,7000,$344.34
DeSci Youths,GG19 Cluster QF Web3 Community & Education,Nov 2023,10000,$340.41
The Commons Economy Roadmap - Iteration 1,GG19 Cluster QF Web3 Community & Education,Nov 2023,50000,$336.75
OptiChads,GG19 Cluster QF Web3 Community & Education,Nov 2023,40000,$332.51
Heavens Tools,GG19 Cluster QF Web3 Community & Education,Nov 2023,20000,$330.99
GrantsScope - Grantee Discovery Using LLMs,GG19 Cluster QF Web3 Community & Education,Nov 2023,2500,$326.87
The PASS,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$323.61
Blockchain na Escola,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$313.82
"GreenPill - Ottawa, Canada - Workshops, Local Impact, On-boarding, Education",GG19 Cluster QF Web3 Community & Education,Nov 2023,,$312.20
Pidgin Parlour,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$311.09
Kingfisher's Media℠,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$310.63
Blockchain Association,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$310.20
Blockchain Accelerator Machine (BAM) - Version 2,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$308.36
Earthist Forest Schools - Orman Iyeleri,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$307.63
Bankless Malayalam,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$305.54
CriptoMexico Hispanic HUB,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$302.81
Elephant in the Room Strategic Climate Solutions,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$299.03
Ethereum Event Gardeners (EEG),GG19 Cluster QF Web3 Community & Education,Nov 2023,,$297.55
Gitcoin Hindi Media,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$292.94
4Seas DeSoc,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$291.46
Solow,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$290.92
Njombe Innovation Academy,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$288.62
Historia de Honduras,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$285.52
FABDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$285.35
Decentraplace,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$283.86
Web3event,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$282.82
DIGITALIZADOS,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$279.22
From Aa to Zzz,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$274.98
DeFi Toronto,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$269.33
Liker Land - NFT eBook - Empower Content Ownership,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$268.84
BlockchainOAU,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$267.26
MúsicaW3 / Onboarding for Independient Musicians and their fans,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$258.09
Cryptoshields,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$252.18
DHK DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$250.40
Decentraclasses,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$250.24
Valucop Dev Africa,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$249.62
Bankless DAO Magyar,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$247.06
Cripto Cantina in Costa Rica,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$243.07
International Media Nodes,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$242.04
MKT Community,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$242.04
Encriptados,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$239.67
dOrg Hot Seat Podcast,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$239.02
Bitcoin Design Foundation,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$239.01
Plum - Inclusive Web3 Security,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$238.75
Inbest Program,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$238.62
yAcademy Auditing Fellowships,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$238.61
DAOESCO & DAO Palace,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$238.22
B Labs,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$237.38
Earthist Network,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$236.28
AA Chinese Community,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$233.06
Hamar Social Labs: Onboarding Grassroots NGOs on Web3 with Flexible Funding and Capacity Building Opportunities,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$232.61
Cryptoamigos,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$230.92
BanklessUA,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$230.35
Web3Matters Weekly（馬特週報）,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$229.10
MUC.xyz,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$227.53
Fork DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$225.89
BEE APICULTURE,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$225.00
DIVE INTO CRYPTO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$224.74
El Método / Workshop to became a web3 Musician,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$223.88
Onchain Experiments,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$223.25
web3-oasis,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$222.07
Nebula Web3 Brazil,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$221.47
Empowering Builders: How To DAO Educational Initiative,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$221.16
Rooftop,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$220.04
ReFi Paramaribo | Innovators Buzz: An innovative community rooted in regeneration & technology,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$218.68
Global Events,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$218.25
Build days and growth of university communities by OWA,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$214.01
Web3 Talks Podcast,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$213.46
AGRii DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$207.84
Salman Needs A Job,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$206.47
Prison Pets - NFT Comic 18+,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$205.02
txstreet,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$204.43
AQKU Blockchain para Peru,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$200.86
Blind dev community,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$200.09
ReFi Generation Podcast,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$198.13
tokensight,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$197.60
XFounders,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$195.37
Flexart,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$193.93
Borderless  Web3 Tech Clubs in Campuses,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$191.63
SqrDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$191.30
Web3 Deliberative Governance - Decision Legos,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$190.90
Arabic Web3 - Educational Hub,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$189.52
Glosseta,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$183.20
ETH Volcano 🌋 🇸🇻,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$183.15
AW House,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$179.36
MrCrypto Arabic,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$179.15
Oakchain,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$176.54
El Holder,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$173.21
OpenUX: Open Source Web3 UX-Insights,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$172.70
W3 Project Hub │ W3展報,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$172.11
Wake Oops,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$168.74
ETHChicago,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$166.93
web3 Warri,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$166.81
Web3DC,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$161.84
OpenBuild,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$161.75
DeFinomics Labs,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$157.07
Crypto Mondays,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$156.76
Mercadonft,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$153.42
Admiano,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$152.65
Archimedes' Lever,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$151.94
CoinEasy,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$147.06
AuditDB,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$145.00
CoinVedanta,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$141.44
Eden Creators,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$141.12
Exploring Post-Capitalist Crypto Pathways,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$137.70
Ramada - Cafe Coworking Cripto by ETHCALI,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$136.79
Know the Blocks Maven,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$126.06
The BlkChain,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$125.94
登链社区(Upchain),GG19 Cluster QF Web3 Community & Education,Nov 2023,,$123.20
Blockchain Academy,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$122.69
Criptec,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$122.63
Venture Miner Academy,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$119.61
Meliora: Gamified Web3 Learning,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$115.03
Web3 Grant Proposal: Empowering LGBTQIA+ Communities with Choice,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$109.90
Nomad Matters 遊牧者計畫,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$102.52
Collabin ID: Learn And Plant - Web3 Climate Action,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$102.21
Uncommons,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$101.93
The Creator Economy IMO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$94.45
Moongate,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$88.06
Ethereum Edmonton,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$87.75
Tradao,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$85.62
Dspyt-CodeVerse,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$85.42
KriptoBetyár,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$77.37
SODIUM: Illuminating Oakland’s Creative Power with Web3,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$74.68
Poly Raiders (Proof of Charity),GG19 Cluster QF Web3 Community & Education,Nov 2023,,$74.51
Antisat,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$73.48
EVR,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$70.84
Web3 with Dhee Cohort: Basics to Intermediate of Web3,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$69.80
Youth In Crypto,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$68.45
Gemma’s Artist DAO & Grants Program,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$67.66
Global Outreach Program: Universities,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$64.67
Afro Blockchain Carnival,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$61.32
